Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
20,tt2125490,2013-04-24,2013-04-24,,Detropia,https://www.imdb.com/title/tt2125490/,movie,6.5,90,2012,Documentary,1484,2012-01-21,"Heidi Ewing, Rachel Grady"
21,tt1486616,2013-04-24,2013-04-24,,Craigslist Joe,https://www.imdb.com/title/tt1486616/,movie,6.8,90,2012,"Documentary, Adventure",3652,2012-08-02,Joseph Garner
22,tt1579361,2013-04-24,2013-04-24,,Chasing Ice,https://www.imdb.com/title/tt1579361/,movie,7.8,75,2012,"Documentary, Biography",7721,2012-01-23,Jeff Orlowski
23,tt2297031,2013-04-24,2013-04-24,,TimeScapes,https://www.imdb.com/title/tt2297031/,movie,7.8,52,2012,Documentary,1002,2012-04-17,Tom Lowe
24,tt1683876,2013-04-24,2013-04-24,,Happy People: A Year in the Taiga,https://www.imdb.com/title/tt1683876/,movie,7.8,90,2010,Documentary,7128,2010-09-30,"Werner Herzog, Dmitry Vasyukov"
25,tt1114277,2013-04-24,2013-04-24,,Up the Yangtze,https://www.imdb.com/title/tt1114277/,movie,7.5,93,2007,Documentary,1697,2007-09-30,Yung Chang
26,tt1762300,2013-04-24,2013-04-24,,One Life,https://www.imdb.com/title/tt1762300/,movie,7.9,85,2011,"Documentary, Family",2253,2011-07-22,"Michael Gunton, Martha Holmes"
27,tt0437806,2013-04-24,2013-04-24,,Alone in the Wilderness,https://www.imdb.com/title/tt0437806/,tvMovie,8.8,57,2004,Documentary,3209,2004-10-08,
28,tt0380268,2013-04-24,2013-04-24,,Cocaine Cowboys,https://www.imdb.com/title/tt0380268/,movie,7.8,118,2006,"Documentary, Crime, History",11860,2006-04-26,Billy Corben
29,tt0846789,2013-04-24,2013-04-24,,The Secret,https://www.imdb.com/title/tt0846789/,video,5.7,90,2006,Documentary,11268,2006-03-26,Drew Heriot
30,tt0819791,2013-04-24,2013-04-24,,The One Percent,https://www.imdb.com/title/tt0819791/,movie,6.9,,2006,Documentary,984,2006-04-29,Jamie Johnson
31,tt1152758,2013-04-24,2013-04-24,"Kurt Kuenne. An excerpt from his statement: ""...My sincerest thanks to MP Scott Andrews and Senator Tommy Banks who created Bill C-464 after seeing 'Dear Zachary', and saw to it that it became law. I also want to thank the thousands of you who wrote to Parliament in support of our cause; this wouldn't have happened without you...Thank you so much for your passionate support, and for helping make the world a safer, better place.""",Dear Zachary: A Letter to a Son About His Father,https://www.imdb.com/title/tt1152758/,movie,8.6,95,2008,"Documentary, Biography, Crime, Drama",29233,2008-01-31,Kurt Kuenne
32,tt1667905,2013-04-24,2013-04-24,"Jafar Panahi quote: ""The reality of being alive and the dream of keeping cinema alive motivated us to go through the existing limitations in Iranian cinema...Our problems are also all of our assets. Understanding this promising paradox helped us not to lose hope, and to be able to go on, since we believe wherever in the world that we live, we are going to face problems, big or small. But it is our duty not to be defeated and to find solutions.""",In film nist,https://www.imdb.com/title/tt1667905/,movie,7.5,75,2011,Documentary,4296,2011-05-20,"Mojtaba Mirtahmasb, Jafar Panahi"
33,tt1772925,2013-04-24,2013-04-24,,Jiro Dreams of Sushi,https://www.imdb.com/title/tt1772925/,movie,7.9,81,2011,Documentary,30700,2011-06-15,David Gelb
