Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
188,tt0112041,2013-04-24,2013-04-24,,Streets of Laredo,https://www.imdb.com/title/tt0112041/,tvMiniSeries,7.4,300,1995,"Drama, Western",1582,1995-11-12,
189,tt1349084,2013-04-24,2013-04-24,,Collision,https://www.imdb.com/title/tt1349084/,tvMiniSeries,7.5,201,2009,"Crime, Drama, Mystery, Thriller",1320,2009-10-11,
190,tt1100911,2013-04-24,2013-04-24,,The Capture of the Green River Killer,https://www.imdb.com/title/tt1100911/,tvMiniSeries,7.2,89,2008,"Biography, Crime, Drama",889,2008-03-15,
191,tt0435995,2013-04-24,2013-04-24,,To the Ends of the Earth,https://www.imdb.com/title/tt0435995/,tvMiniSeries,7.3,267,2005,Drama,1943,2005-07-06,
192,tt0204082,2013-04-24,2013-04-24,,Aristocrats,https://www.imdb.com/title/tt0204082/,tvMiniSeries,7.4,300,1999,"Drama, History",1282,1999-06-20,
193,tt1127205,2013-04-24,2013-04-24,,The Diary of Anne Frank,https://www.imdb.com/title/tt1127205/,tvMiniSeries,7.5,150,2009,"Biography, Drama, War",2643,2009-01-05,
194,tt0115238,2013-04-24,2013-04-24,,Dead Man's Walk,https://www.imdb.com/title/tt0115238/,tvMiniSeries,7.2,272,1996,Western,1364,1996-05-12,
195,tt0838800,2013-04-24,2013-04-24,,Fallen,https://www.imdb.com/title/tt0838800/,tvMiniSeries,7.3,,2007,"Adventure, Fantasy",1415,2007-08-03,
196,tt0324865,2013-04-24,2013-04-24,,Kingpin,https://www.imdb.com/title/tt0324865/,tvMiniSeries,7.6,60,2003,"Action, Crime, Drama, Thriller",1058,2003-02-02,
197,tt0106112,2013-04-24,2013-04-24,,Return to Lonesome Dove,https://www.imdb.com/title/tt0106112/,tvMiniSeries,7.3,322,1993,"Drama, Western",2059,1993-11-14,
198,tt0377186,2013-04-24,2013-04-24,,He Knew He Was Right,https://www.imdb.com/title/tt0377186/,tvMiniSeries,7.0,240,2004,Drama,1471,2004-04-18,
199,tt0344487,2013-04-24,2013-04-24,,Traffic,https://www.imdb.com/title/tt0344487/,tvMiniSeries,7.2,260,2004,"Crime, Drama, Thriller",831,2004-01-26,
200,tt0118381,2013-04-24,2013-04-24,,The Last Don,https://www.imdb.com/title/tt0118381/,tvMiniSeries,7.2,258,1997,"Crime, Drama",2434,1997-05-11,
201,tt0481452,2013-04-24,2013-04-24,,Nightmares & Dreamscapes: From the Stories of Stephen King,https://www.imdb.com/title/tt0481452/,tvMiniSeries,7.0,480,2006,"Drama, Fantasy, Horror, Sci-Fi, Thriller",4388,2006-06-12,
202,tt0810726,2013-04-24,2013-04-24,,The Starter Wife,https://www.imdb.com/title/tt0810726/,tvMiniSeries,7.1,276,2007,"Comedy, Drama, Romance",1979,2007-05-31,
203,tt0966151,2013-04-24,2013-04-24,,The Last Enemy,https://www.imdb.com/title/tt0966151/,tvMiniSeries,7.1,60,2008,"Drama, Romance, Thriller",2151,2008-02-17,
204,tt0329476,2013-04-24,2013-04-24,,Out of Order,https://www.imdb.com/title/tt0329476/,tvMiniSeries,7.0,200,2003,"Drama, Romance",645,2003-06-01,
205,tt0106175,2013-04-24,2013-04-24,,Wild Palms,https://www.imdb.com/title/tt0106175/,tvMiniSeries,7.2,300,1993,"Drama, Mystery, Thriller, Sci-Fi",1864,1993-05-16,
