Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
100,tt0124718,2013-04-23,2013-04-23,,He Got Game,https://www.imdb.com/title/tt0124718/,movie,6.9,136,1998,"Drama, Sport",41128,1998-04-25,Spike Lee
101,tt0131857,2013-04-23,2013-04-23,,BASEketball,https://www.imdb.com/title/tt0131857/,movie,6.6,103,1998,"Comedy, Sport",53791,1998-07-28,David Zucker
102,tt0199725,2013-04-23,2013-04-23,,Love & Basketball,https://www.imdb.com/title/tt0199725/,movie,7.2,124,2000,"Drama, Romance, Sport",16651,2000-01-26,Gina Prince-Bythewood
103,tt0300532,2013-04-23,2013-04-23,,Blue Crush,https://www.imdb.com/title/tt0300532/,movie,5.7,104,2002,"Drama, Romance, Sport",28449,2002-08-08,John Stockwell
104,tt0384642,2013-04-23,2013-04-23,,Kicking & Screaming,https://www.imdb.com/title/tt0384642/,movie,5.6,95,2005,"Comedy, Family, Romance, Sport",33872,2005-05-01,Jesse Dylan
105,tt0380389,2013-04-23,2013-04-23,,Goal!,https://www.imdb.com/title/tt0380389/,movie,6.7,118,2005,"Drama, Romance, Sport",57041,2005-09-08,Danny Cannon
106,tt1012804,2013-04-23,2013-04-23,,Redbelt,https://www.imdb.com/title/tt1012804/,movie,6.8,99,2008,"Drama, Sport",19755,2008-04-07,David Mamet
107,tt0412080,2013-04-23,2013-04-23,,The World's Fastest Indian,https://www.imdb.com/title/tt0412080/,movie,7.8,127,2005,"Biography, Drama, Sport",48925,2005-09-10,Roger Donaldson
108,tt0438315,2013-04-23,2013-04-23,,Peaceful Warrior,https://www.imdb.com/title/tt0438315/,movie,7.3,120,2006,"Drama, Romance, Sport",24676,2006-06-02,Victor Salva
109,tt0090863,2013-04-23,2013-04-23,,The Color of Money,https://www.imdb.com/title/tt0090863/,movie,7.0,119,1986,"Drama, Sport",67683,1986-10-08,Martin Scorsese
110,tt0109127,2013-04-23,2013-04-23,,Angels in the Outfield,https://www.imdb.com/title/tt0109127/,movie,6.1,102,1994,"Comedy, Family, Fantasy, Sport",26414,1994-07-10,William Dear
111,tt0132245,2013-04-23,2013-04-23,,Driven,https://www.imdb.com/title/tt0132245/,movie,4.6,116,2001,"Action, Drama, Sport",37482,2001-03-08,Renny Harlin
112,tt0253798,2013-04-23,2013-04-23,,Out Cold,https://www.imdb.com/title/tt0253798/,movie,6.3,89,2001,"Comedy, Sport",15925,2001-11-21,"Emmett Malloy, Brendan Malloy"
113,tt0281322,2013-04-23,2013-04-23,,Undisputed,https://www.imdb.com/title/tt0281322/,movie,6.2,94,2002,"Action, Crime, Drama, Sport",26716,2002-05-31,Walter Hill
114,tt0417433,2013-04-23,2013-04-23,,Annapolis,https://www.imdb.com/title/tt0417433/,movie,5.8,108,2006,"Drama, Romance, Sport",19492,2006-01-23,Justin Lin
115,tt0082158,2013-04-23,2013-04-23,,Chariots of Fire,https://www.imdb.com/title/tt0082158/,movie,7.2,125,1981,"Biography, Drama, Sport",49129,1981-03-30,Hugh Hudson
116,tt0097647,2013-04-23,2013-04-23,,The Karate Kid Part III,https://www.imdb.com/title/tt0097647/,movie,5.1,112,1989,"Action, Drama, Family, Sport",43983,1989-04-15,John G. Avildsen
117,tt0097659,2013-04-23,2013-04-23,,Kickboxer,https://www.imdb.com/title/tt0097659/,movie,6.4,97,1989,"Action, Sport, Thriller",44738,1989-04-20,"David Worth, Mark DiSalle"
118,tt0100029,2013-04-23,2013-04-23,,Lionheart,https://www.imdb.com/title/tt0100029/,movie,6.2,108,1990,"Action, Crime, Drama, Sport",29826,1990-03-01,Sheldon Lettich
119,tt0106246,2013-04-23,2013-04-23,,Alive,https://www.imdb.com/title/tt0106246/,movie,7.1,120,1993,"Adventure, Biography, Drama, Thriller",46069,1993-01-15,Frank Marshall
120,tt0126916,2013-04-23,2013-04-23,,For Love of the Game,https://www.imdb.com/title/tt0126916/,movie,6.6,137,1999,"Drama, Romance, Sport",29468,1999-09-15,Sam Raimi
121,tt0308506,2013-04-23,2013-04-23,,Like Mike,https://www.imdb.com/title/tt0308506/,movie,5.2,99,2002,"Comedy, Family, Fantasy, Sport",17563,2002-07-03,John Schultz
122,tt0265662,2013-04-23,2013-04-23,,The Rookie,https://www.imdb.com/title/tt0265662/,movie,7.0,127,2002,"Drama, Family, Sport",29822,2002-03-26,John Lee Hancock
123,tt0316465,2013-04-23,2013-04-23,,Radio,https://www.imdb.com/title/tt0316465/,movie,6.9,109,2003,"Biography, Drama, Sport",36095,2003-10-24,Michael Tollin
124,tt0400497,2013-04-23,2013-04-23,,Herbie Fully Loaded,https://www.imdb.com/title/tt0400497/,movie,4.8,101,2005,"Adventure, Comedy, Family, Fantasy, Romance, Sport",41921,2005-06-19,Angela Robinson
125,tt0417217,2013-04-23,2013-04-23,,Two for the Money,https://www.imdb.com/title/tt0417217/,movie,6.2,122,2005,"Drama, Sport, Thriller",40967,2005-10-07,D.J. Caruso
126,tt0379865,2013-04-23,2013-04-23,,Leatherheads,https://www.imdb.com/title/tt0379865/,movie,6.0,114,2008,"Comedy, Drama, Romance, Sport",29797,2008-03-24,George Clooney
127,tt1606390,2013-04-23,2013-04-23,,All Things Fall Apart,https://www.imdb.com/title/tt1606390/,movie,5.5,110,2011,"Drama, Sport",2393,2011-03-05,Mario Van Peebles
128,tt0805526,2013-04-23,2013-04-23,,Facing the Giants,https://www.imdb.com/title/tt0805526/,movie,6.7,111,2006,"Drama, Sport",14464,2006-09-29,Alex Kendrick
129,tt0071771,2013-04-23,2013-04-23,,The Longest Yard,https://www.imdb.com/title/tt0071771/,movie,7.1,121,1974,"Comedy, Crime, Drama, Sport",15521,1974-08-21,Robert Aldrich
130,tt0075718,2013-04-23,2013-04-23,,The Bad News Bears in Breaking Training,https://www.imdb.com/title/tt0075718/,movie,5.5,100,1977,"Comedy, Family, Sport",2681,1977-07-08,Michael Pressman
131,tt0090270,2013-04-23,2013-04-23,,Vision Quest,https://www.imdb.com/title/tt0090270/,movie,6.6,107,1985,"Drama, Romance, Sport",7149,1985-02-15,Harold Becker
132,tt0110364,2013-04-23,2013-04-23,,Little Giants,https://www.imdb.com/title/tt0110364/,movie,6.4,107,1994,"Comedy, Family, Sport",23337,1994-10-14,Duwayne Dunham
