Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
70,tt0083658,2013-04-23,2013-04-23,,Blade Runner,https://www.imdb.com/title/tt0083658/,movie,8.2,117,1982,"Sci-Fi, Thriller",624847,1982-06-25,Ridley Scott
71,tt0083866,2013-04-23,2013-04-23,,E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/,movie,7.9,115,1982,"Family, Sci-Fi",335729,1982-05-26,Steven Spielberg
72,tt0086066,2013-04-23,2013-04-23,,The Outsiders,https://www.imdb.com/title/tt0086066/,movie,7.2,91,1983,"Crime, Drama",67713,1983-03-25,Francis Ford Coppola
73,tt0086250,2013-04-23,2013-04-23,,Scarface,https://www.imdb.com/title/tt0086250/,movie,8.3,170,1983,"Crime, Drama",661167,1983-12-01,Brian De Palma
74,tt0087985,2013-04-23,2013-04-23,,Red Dawn,https://www.imdb.com/title/tt0087985/,movie,6.4,114,1984,"Action, Drama",47198,1984-08-10,John Milius
75,tt0091042,2013-04-23,2013-04-23,,Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042/,movie,7.8,103,1986,Comedy,288468,1986-06-11,John Hughes
76,tt0093058,2013-04-23,2013-04-23,,Full Metal Jacket,https://www.imdb.com/title/tt0093058/,movie,8.3,116,1987,"Drama, War",606244,1987-06-17,Stanley Kubrick
77,tt0110413,2013-04-23,2013-04-23,,Léon,https://www.imdb.com/title/tt0110413/,movie,8.6,110,1994,"Action, Crime, Drama, Thriller",919711,1994-09-14,Luc Besson
78,tt0113277,2013-04-23,2013-04-23,,Heat,https://www.imdb.com/title/tt0113277/,movie,8.2,170,1995,"Crime, Drama, Thriller",521893,1995-12-06,Michael Mann
79,tt0119217,2013-04-23,2013-04-23,,Good Will Hunting,https://www.imdb.com/title/tt0119217/,movie,8.3,126,1997,"Drama, Romance",762267,1997-12-02,Gus Van Sant
80,tt0120382,2013-04-23,2013-04-23,,The Truman Show,https://www.imdb.com/title/tt0120382/,movie,8.1,103,1998,"Comedy, Drama, Sci-Fi",834675,1998-06-01,Peter Weir
81,tt0169547,2013-04-23,2013-04-23,,American Beauty,https://www.imdb.com/title/tt0169547/,movie,8.4,122,1999,Drama,986319,1999-09-08,Sam Mendes
